,entry-price,exit-price,pct_change,profit,entry-time,exit-time,time-transpired,Strategy,win
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,0,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,0,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,1,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,1,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,2,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,2,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,3,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,3,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,4,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,4,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,5,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,5,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,6,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,6,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,7,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,7,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,8,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,8,False
0,0.662323,0.667406,0.7674503225767578,-0.0356194787135492,2025-06-07 17:00:00+00:00,2025-06-07 22:00:00+00:00,0 days 05:00:00,9,False
1,0.661673,0.666742,0.7660883850482021,-0.03696279784476453,2025-06-08 07:00:00+00:00,2025-06-08 12:00:00+00:00,0 days 05:00:00,9,False
