Rule,profit,trades
"""lambda x: tuple_(not_(l_(get_(x, i, ""RSI""), 71)), le_(get_(x, i, ""ADX""), 17), 1, 5.5)""",303.4121927770306,"{'entry-time': Timestamp('2023-10-23 00:00:00+0000', tz='UTC'), 'entry-price': 0.280852, 'exit-time': Timestamp('2024-02-10 00:00:00+0000', tz='UTC'), 'exit-price': 0.552025, 'time-transpired': Timedelta('110 days 00:00:00'), 'pct_change': 0.9655370088160312, 'profit': 95.76748607807671}"
"""lambda x: tuple_(not_(l_(get_(x, i, ""RSI""), 71)), le_(get_(x, i, ""ADX""), 17), 1, 5.5)""",303.4121927770306,"{'entry-time': Timestamp('2024-03-01 00:00:00+0000', tz='UTC'), 'entry-price': 0.719818, 'exit-time': Timestamp('2024-03-05 00:00:00+0000', tz='UTC'), 'exit-price': 0.68022801, 'time-transpired': Timedelta('4 days 00:00:00'), 'pct_change': -0.05499999999999995, 'profit': -11.50721283166934}"
"""lambda x: tuple_(not_(l_(get_(x, i, ""RSI""), 71)), le_(get_(x, i, ""ADX""), 17), 1, 5.5)""",303.4121927770306,"{'entry-time': Timestamp('2024-11-08 00:00:00+0000', tz='UTC'), 'entry-price': 0.444538, 'exit-time': Timestamp('2025-01-18 00:00:00+0000', tz='UTC'), 'exit-price': 1.103023, 'time-transpired': Timedelta('71 days 00:00:00'), 'pct_change': 1.4812794406777376, 'profit': 271.1121495826056}"
"""lambda x: tuple_(not_(l_(get_(x, i, ""RSI""), 71)), le_(get_(x, i, ""ADX""), 17), 1, 5.5)""",303.4121927770306,"{'entry-time': Timestamp('2025-03-02 00:00:00+0000', tz='UTC'), 'entry-price': 1.135041, 'exit-time': Timestamp('2025-03-03 00:00:00+0000', tz='UTC'), 'exit-price': 1.072613745, 'time-transpired': Timedelta('1 days 00:00:00'), 'pct_change': -0.055000000000000014, 'profit': -26.76679101388939}"
"""lambda x: tuple_(not_(l_(get_(x, i, ""RSI""), 71)), le_(get_(x, i, ""ADX""), 17), 1, 5.5)""",303.4121927770306,"{'entry-time': Timestamp('2025-05-10 00:00:00+0000', tz='UTC'), 'entry-price': 0.841005, 'exit-time': Timestamp('2025-05-11 00:00:00+0000', tz='UTC'), 'exit-price': 0.794749725, 'time-transpired': Timedelta('1 days 00:00:00'), 'pct_change': -0.05500000000000005, 'profit': -25.193439038092986}"
