entry-time,entry-price,exit-time,exit-price,time-transpired,pct_change,profit
2025-06-28 12:45:00+00:00,0.558232,2025-07-02 17:15:00+00:00,0.596352,4 days 04:30:00,0.06828702045027882,6.4013872368477704
2025-07-02 17:30:00+00:00,0.592179,2025-07-02 17:45:00+00:00,0.593514,0 days 00:15:00,0.0022543859204733284,-0.18669523879903327
